trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
821,False,"{'a': 0.25, 'e': 0.01632109498333433}",20,0,28.28341282625658,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
822,False,"{'a': 0.25, 'e': 0.016239489508417658}",20,0,31.160205321836553,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
823,False,"{'a': 0.25, 'e': 0.01615829206087557}",35,21,12.949188558634113,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
824,False,"{'a': 0.25, 'e': 0.01607750060057119}",30,9,36.97594732846269,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.25, 'e': 0.015997113097568336}",25,0,35.05971402655727,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
826,False,"{'a': 0.25, 'e': 0.015917127532080494}",25,18,13.482347861643818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.25, 'e': 0.01583754189442009}",25,7,28.007482887398737,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.25, 'e': 0.01575835418494799}",20,0,35.00510894156787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
829,False,"{'a': 0.25, 'e': 0.01567956241402325}",25,17,16.71166462918554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.25, 'e': 0.015601164601953134}",25,13,17.966074305914745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.25, 'e': 0.015523158778943369}",20,3,28.126635490958353,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.25, 'e': 0.015445542985048652}",20,12,14.906731565940408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.25, 'e': 0.015368315270123408}",25,10,29.501445547842465,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.25, 'e': 0.01529147369377279}",20,0,24.585663133349016,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
835,False,"{'a': 0.25, 'e': 0.015215016325303928}",20,15,9.652706038018287,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.25, 'e': 0.015138941243677408}",20,6,22.69726835145473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.25, 'e': 0.01506324653745902}",20,2,30.125662709472273,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.25, 'e': 0.014987930304771725}",20,4,24.14930334938055,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.25, 'e': 0.014912990653247866}",35,6,37.65912667880549,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
840,False,"{'a': 0.25, 'e': 0.014838425699981627}",20,0,30.61365561375832,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
841,False,"{'a': 0.25, 'e': 0.01476423357148172}",20,8,23.339411916620353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.25, 'e': 0.014690412403624311}",20,0,28.198262992673143,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
843,False,"{'a': 0.25, 'e': 0.01461696034160619}",20,6,20.556570935563254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.25, 'e': 0.014543875539898159}",20,15,10.788319481647008,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.25, 'e': 0.014471156162198668}",20,7,26.029388487485107,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.25, 'e': 0.014398800381387675}",20,3,28.138184006600426,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.25, 'e': 0.014326806379480736}",25,3,34.83954082612097,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.25, 'e': 0.014255172347583332}",20,12,17.806941948438627,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.25, 'e': 0.014183896485845416}",25,18,10.5536600231283,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.25, 'e': 0.014112977003416188}",25,10,26.824293692759454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.25, 'e': 0.014042412118399107}",20,13,12.105362141698304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.25, 'e': 0.013972200057807112}",20,3,31.778269930587044,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.25, 'e': 0.013902339057518077}",20,0,27.86385121783438,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
854,False,"{'a': 0.25, 'e': 0.013832827362230486}",20,0,33.43052649645667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
855,False,"{'a': 0.25, 'e': 0.013763663225419333}",20,0,18.064053764686854,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.25, 'e': 0.013694844909292236}",30,6,45.713852104279596,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.25, 'e': 0.013626370684745774}",30,8,31.94874585076665,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.25, 'e': 0.013558238831322046}",20,3,19.68634011929486,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.25, 'e': 0.013490447637165436}",25,18,15.78257496930446,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.25, 'e': 0.013422995398979608}",20,12,15.060499071893572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.25, 'e': 0.01335588042198471}",20,7,23.95106733429011,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.25, 'e': 0.013289101019874787}",35,18,27.85904738120482,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.25, 'e': 0.013222655514775413}",35,15,32.09626038288311,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.25, 'e': 0.013156542237201536}",30,10,35.95840844448117,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.25, 'e': 0.013090759526015528}",20,13,11.74975455945862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.25, 'e': 0.01302530572838545}",20,14,9.97990797666171,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.25, 'e': 0.012960179199743523}",30,18,-24.15789113822897,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
868,False,"{'a': 0.25, 'e': 0.012895378303744804}",25,20,7.63732678606784,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.25, 'e': 0.01283090141222608}",30,16,23.929107865876382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.25, 'e': 0.012766746905164949}",20,8,21.115986731022332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.25, 'e': 0.012702913170639124}",25,20,10.904922770817171,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.25, 'e': 0.012639398604785928}",25,0,36.432559180703635,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
873,False,"{'a': 0.25, 'e': 0.012576201611761997}",30,14,29.335445223044225,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.25, 'e': 0.012513320603703188}",20,15,7.680756918710265,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.25, 'e': 0.012450754000684672}",20,0,33.448103003881755,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.25, 'e': 0.012388500230681249}",25,15,19.62091690664228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.25, 'e': 0.012326557729527843}",20,11,19.356574755930904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.25, 'e': 0.012264924940880204}",25,16,16.537697332475975,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.25, 'e': 0.012203600316175803}",25,0,34.99807316879654,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
880,False,"{'a': 0.25, 'e': 0.012142582314594924}",20,6,22.009180347305552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.25, 'e': 0.01208186940302195}",20,2,28.75461500984606,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.25, 'e': 0.01202146005600684}",25,13,11.393666114380379,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.25, 'e': 0.011961352755726806}",25,0,32.108148803825536,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
884,False,"{'a': 0.25, 'e': 0.01190154599194817}",25,15,17.180454829365665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.25, 'e': 0.01184203826198843}",30,11,33.653055840794735,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.25, 'e': 0.011782828070678488}",20,5,22.587395572588573,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.25, 'e': 0.011723913930325095}",25,13,20.694472501905093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.25, 'e': 0.01166529436067347}",25,0,38.410161975276324,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
889,False,"{'a': 0.25, 'e': 0.011606967888870102}",25,17,15.78773384041591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.25, 'e': 0.01154893304942575}",20,0,27.882513907429384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
891,False,"{'a': 0.25, 'e': 0.011491188384178622}",30,16,28.978530738575905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.25, 'e': 0.011433732442257729}",30,19,20.692550701727757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.25, 'e': 0.01137656378004644}",20,0,12.536856049169836,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
894,False,"{'a': 0.25, 'e': 0.011319680961146208}",20,1,31.128063059080294,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.25, 'e': 0.011263082556340478}",30,16,11.005968732003359,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.25, 'e': 0.011206767143558775}",35,15,35.40941025992454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.25, 'e': 0.011150733307840981}",30,17,27.456242105209135,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.25, 'e': 0.011094979641301777}",25,11,23.993987344568165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.25, 'e': 0.011039504743095268}",25,11,27.732263808819603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.25, 'e': 0.01098430721937979}",25,8,30.172566148454653,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.25, 'e': 0.010929385683282892}",20,3,27.54109296562037,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.25, 'e': 0.010874738754866477}",20,12,13.10194104275631,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.25, 'e': 0.010820365061092144}",20,0,31.13729210631828,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
904,False,"{'a': 0.25, 'e': 0.010766263235786683}",30,24,11.011080312351869,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.25, 'e': 0.01071243191960775}",35,23,23.55460352704621,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.25, 'e': 0.010658869760009713}",20,2,26.54130354594136,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.25, 'e': 0.010605575411209664}",35,24,22.140677135817278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.25, 'e': 0.010552547534153616}",25,16,14.044715205422305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.25, 'e': 0.010499784796482848}",25,7,30.569194139511517,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.25, 'e': 0.010447285872500434}",25,0,37.58198419200201,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
911,False,"{'a': 0.25, 'e': 0.01039504944313793}",25,8,12.75613629946965,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
912,False,"{'a': 0.25, 'e': 0.010343074195922241}",25,12,23.83222931852194,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.25, 'e': 0.01029135882494263}",20,3,25.466611822637304,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.25, 'e': 0.010239902030817916}",20,14,9.79580461470183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.25, 'e': 0.010188702520663827}",20,9,24.431187020029284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.25, 'e': 0.010137759008060509}",20,12,16.646508127562804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.25, 'e': 0.010087070213020206}",25,17,16.76736357456985,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.25, 'e': 0.010036634861955105}",25,11,21.62872842324531,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.25, 'e': 0.00998645168764533}",25,3,36.57487011826288,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,8,26.798873448359156,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,15,20.191979483277812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,17,14.873898981125324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,0,31.65087742554288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",20,8,19.62986714568093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,18,22.08019534491357,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,0,33.91004296572871,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",20,13,12.898534374873705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,9.044819653069816,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,11,26.930902008943015,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
